Secretaria_de_Atencao_Primaria_a_Saude_-_SAPS/MS_,Unnamed:_1,Unnamed:_2,Unnamed:_3,Unnamed:_4,Unnamed:_5,Unnamed:_6,Unnamed:_7,Unnamed:_8,Unnamed:_9
1,19,1017,254,18752,1,6590,3,0,869
1,4,2002,2937,9697,1,12752,3,0,574
1,4,1847,1507,14878,1,11921,3,0,530
0,12,3974,2842,7152,1,26809,3,0,608
4,10,2150,344,2400,1,13427,3,0,926
4,25,3211,3389,1812,1,18367,3,0,1426
4,25,2944,1114,13777,1,17282,3,0,1362
5,22,3593,758,4365,1,29526,3,0,628
1,9,436,472,11672,1,2640,3,0,781
5,22,3812,3831,3904,0,20049,3,0,778
4,10,2713,3354,2572,1,15670,3,0,640
5,17,3336,2302,10656,0,29836,3,0,1351
1,16,724,2027,6335,1,4211,3,0,1323
0,8,4148,2466,6866,1,21496,3,0,1234
2,26,288,208,8684,1,27390,3,0,553
0,11,3855,684,20277,1,20305,3,0,1048
1,19,1146,3760,14387,1,7269,3,0,832
1,14,1321,3445,16125,1,8169,3,0,536
1,9,411,86,18240,1,2449,3,0,640
4,10,2379,1573,17976,1,14280,3,0,858
0,8,4022,110,10415,1,21036,3,0,591
1,15,1407,810,5899,1,8685,3,0,812
1,1,1564,934,12666,1,10290,3,0,1594
1,4,1917,1953,14228,1,12339,3,0,564
4,10,2204,737,24406,1,25968,3,0,803
5,17,3307,1632,18776,1,25987,3,0,1026
1,1,1575,1498,23240,1,10351,3,0,993
0,8,4174,3084,10542,0,25614,3,0,1138
4,25,2877,226,20982,1,16863,3,0,1037
4,25,3059,2268,2304,1,17718,3,0,976
1,4,1951,2280,24028,1,25797,3,0,932
0,8,4136,2303,8036,1,21454,3,0,995
1,5,996,3758,11929,1,6449,3,0,1262
2,26,329,1474,9978,1,2167,3,0,562
4,10,2753,3931,13282,1,30009,3,0,1634
1,16,806,3633,22180,1,22793,3,0,1001
1,16,818,3769,7337,1,4624,3,0,1422
0,11,3909,3958,10122,1,20606,3,0,1350
0,8,4041,473,9431,1,21177,3,0,598
2,26,335,1837,9191,1,2192,3,0,541
2,2,87,1910,21968,1,22516,3,0,530
1,16,818,3769,10538,1,25725,3,0,640
1,4,1803,941,867,1,29383,3,0,880
4,25,3204,3657,13982,1,29830,3,0,921
4,10,2153,418,3563,1,13460,3,0,1171
5,22,3646,1260,4135,1,19618,3,0,1061
1,5,827,4,9357,1,4872,3,0,1372
4,7,2791,3357,17173,1,32027,3,0,828
4,10,2346,1357,18455,1,14159,3,0,1247
1,5,962,2722,10220,1,6137,3,0,0
4,10,2704,3686,2860,1,15655,3,0,543
1,16,654,727,6423,1,3969,3,0,530
4,10,2148,393,3288,1,13413,3,0,800
1,4,1774,651,20398,1,11525,3,0,360
1,5,901,1575,9027,1,5558,3,0,1622
1,16,684,1219,21653,1,23804,3,0,532
2,3,270,2035,1507,1,26255,3,0,782
4,7,2776,922,20966,1,31195,3,0,585
1,15,1407,810,5887,1,8674,3,0,1552
1,9,577,3534,23230,1,26109,3,0,899
4,25,3215,3435,1942,1,32318,3,0,574
1,5,911,1708,7777,1,23068,3,0,1306
1,1,1545,218,12230,1,10177,3,0,1048
2,13,178,1299,21622,1,27114,3,0,1055
2,21,131,3874,19000,1,27236,8,0,781
1,1,1552,458,1193,1,10230,3,0,1316
4,10,2612,3086,2823,1,15367,3,0,595
1,14,1158,4023,22249,1,22953,3,0,541
1,4,1744,378,452,1,28268,3,0,589
1,14,1206,667,17176,1,31465,3,0,1459
0,8,4021,98,5651,1,21031,3,0,0
4,10,2654,3311,3413,1,15505,3,0,1196
2,2,85,1710,18397,1,457,3,0,1282
0,11,3855,684,226,1,22858,3,0,1614
4,25,2985,1523,1857,1,17482,3,0,906
4,10,2498,2274,20147,1,14840,3,0,1021
0,12,3931,880,7069,1,20704,3,0,918
0,6,4217,524,80,1,26716,3,0,0
1,15,1395,596,11374,0,8561,3,0,880
4,10,2147,337,17482,1,26916,3,0,814
1,15,1491,2986,14614,1,9663,3,0,626
1,14,1357,3754,22158,1,22804,3,0,1237
2,13,181,1544,5011,1,1380,3,0,574
4,10,2741,3871,3018,1,15776,3,0,1594
1,4,1844,1494,13426,1,11898,3,0,1009
2,13,149,422,5681,1,1102,3,0,544
4,25,3199,3556,12399,1,30858,3,0,774
0,11,3855,684,56,1,22357,3,0,1394
0,11,3905,3707,18771,1,20580,3,0,778
2,2,59,139,19501,1,29019,3,0,981
2,3,270,2035,1517,1,1974,3,0,1009
1,4,2046,3670,9279,1,12944,3,0,1237
1,14,1277,2415,6278,1,7956,3,0,1350
4,25,3096,2606,23302,1,17785,3,0,901
4,10,2648,3290,2605,1,15484,3,0,551
5,17,3391,3661,10445,1,18961,3,0,1403
2,0,41,523,968,1,234,3,0,535
2,13,208,2493,13413,1,1563,3,0,596
4,10,2235,860,2504,1,13742,3,0,987
2,2,67,457,19954,0,337,3,0,1048
1,14,1352,3429,15036,1,29574,3,0,1562
4,25,2864,123,1629,1,16799,3,0,532
2,2,92,2081,17342,1,593,3,0,634
4,18,2794,233,4414,0,16116,3,0,899
1,5,868,845,20892,1,5278,3,0,1350
1,5,868,845,12858,1,5252,3,0,1237
1,15,1491,2986,14913,1,9682,3,0,1182
5,17,3383,3301,21811,0,22253,3,0,640
1,15,1460,1951,11507,1,9139,3,0,1070
1,14,1206,667,6237,1,7582,3,0,530
5,23,3478,2275,6807,0,19207,3,0,880
1,4,1777,683,16591,0,11551,3,0,1562
4,18,2847,3356,14273,1,16706,3,0,604
2,2,110,3695,15148,1,794,3,0,623
1,16,747,2492,5382,1,4301,3,0,586
1,19,1105,2902,8789,1,7107,3,0,530
0,6,4217,524,14632,1,21880,3,0,640
1,15,1386,465,11413,1,8496,3,0,1562
1,4,1895,1754,14211,1,12214,3,0,530
2,13,149,422,5705,1,28625,8,0,1009
0,8,4212,3923,15754,1,21730,3,0,596
1,15,1481,2668,16420,1,9384,3,0,579
1,4,1860,1557,7484,1,11982,3,0,629
1,16,651,686,12207,1,3947,3,0,1317
4,10,2353,1430,2528,0,14171,3,0,1448
1,15,1400,658,17552,1,32314,3,0,1284
4,10,2277,1025,20636,1,13947,3,0,1634
4,10,2583,2879,23756,1,25116,3,0,1070
2,0,48,2125,973,1,31738,3,0,938
4,10,2104,4038,20113,1,13248,3,0,1350
1,4,1795,837,7025,1,11644,3,0,1009
2,3,266,2685,18936,1,1936,3,0,1562
1,24,1668,1980,14455,1,10952,3,0,1160
0,8,4115,1759,688,1,21397,3,0,566
1,4,1906,1844,7210,1,12270,3,0,1125
1,5,927,2100,20902,1,5879,3,0,530
4,25,3155,3038,18548,1,17985,3,0,836
0,12,3956,2118,9880,1,20823,3,0,541
4,10,2644,3229,2490,1,28519,3,0,775
4,25,3191,3454,1746,1,23485,3,0,1125
2,2,83,1653,18651,1,450,3,0,820
1,5,935,2209,10347,1,5952,3,0,1262
4,25,3028,1901,16130,1,17599,3,0,1656
0,11,3865,1168,12471,1,20386,3,0,1127
1,15,1491,2986,20531,1,9752,3,0,820
1,1,1545,218,1041,1,10143,3,0,557
1,19,1040,2637,23179,1,25096,3,0,775
1,9,603,3928,15524,1,3739,3,0,814
4,18,2799,374,15920,1,16172,3,0,555
2,13,183,1585,23196,1,24936,3,0,869
1,4,2093,3986,9176,1,26831,3,0,1434
5,23,3500,3060,6772,1,25120,3,0,541
4,10,2392,1646,3792,1,14376,3,0,987
4,10,2181,590,3769,1,30471,3,0,1015
1,4,1970,2452,9502,1,31045,3,0,781
4,10,2343,1348,23187,1,14146,3,0,1342
0,6,4217,524,15910,1,21935,3,0,1656
4,10,2537,2640,2936,1,15024,3,0,1114
4,10,2658,3477,22367,1,31363,3,0,1240
1,9,559,3203,19276,1,3372,3,0,574
4,25,2944,1114,13766,1,17225,3,0,1351
1,14,1162,44,10960,1,7334,3,0,1160
0,8,4026,177,16899,1,30225,3,0,1048
0,12,4000,3412,9885,1,30463,3,0,536
1,1,1633,3660,12747,1,10740,3,0,1003
2,2,83,1653,12431,1,445,3,0,1362
1,15,1368,4033,6089,1,8337,3,0,530
1,5,874,1020,9042,1,5315,3,0,607
1,4,1774,651,6998,1,22388,3,0,617
1,5,976,2990,6661,1,6230,3,0,0
1,14,1240,1639,6267,1,7785,3,0,869
4,25,2982,1484,1787,1,23747,3,0,0
1,15,1491,2986,6,1,31565,3,0,566
1,14,1246,1881,22927,1,7833,3,0,640
1,5,952,2545,5460,1,6075,3,0,1459
1,9,553,3023,533,1,28452,3,0,0
1,4,1774,651,6993,1,29084,3,0,946
2,20,7,1225,13833,1,27,3,0,615
5,22,3628,1152,4286,1,25216,3,0,1127
0,6,4217,524,98,1,26690,3,0,960
1,15,1515,3374,6040,1,23176,3,0,1009
0,11,3855,684,73,1,20223,3,0,596
1,4,1920,1966,9119,1,12346,3,0,825
4,25,3216,3439,13439,1,28383,8,0,792
0,12,3936,1054,19522,1,20783,3,0,772
1,9,487,1570,8337,1,31283,3,0,899
2,2,91,2079,18470,1,500,3,0,987
1,4,1867,1630,18094,1,12036,3,0,1426
1,4,1917,1953,9115,1,12336,3,0,626
5,22,3741,2867,23499,1,24148,3,0,640
2,13,166,823,47,1,1307,3,0,552
4,18,2823,2375,14537,1,16494,3,0,1144
4,10,2297,1131,3129,1,23312,3,0,873
2,13,135,28,20293,1,31058,3,0,836
4,25,2883,279,2051,1,23723,3,0,1471
1,15,1462,2000,19366,1,9169,3,0,639
1,1,1543,4023,12696,1,10128,3,0,1350
1,19,1057,1744,17064,1,6797,3,0,1149
5,22,3583,665,4157,0,19499,3,0,1009
5,17,3332,2141,10515,1,24660,3,0,1026
4,18,2854,3938,4427,1,16770,3,0,0
1,4,1911,1888,10696,1,12310,3,0,0
4,25,2916,669,1545,1,27985,3,0,1074
2,13,262,3979,19124,1,1916,3,0,1092
4,10,2730,3778,3709,1,15710,3,0,1415
4,25,3216,3439,21627,1,31134,3,0,1237
1,4,1860,1557,16207,1,11985,3,0,575
4,25,3044,2152,12626,1,17668,3,0,557
2,13,264,4017,22502,1,23359,3,0,577
2,13,245,3582,12031,1,1837,3,0,932
1,16,764,2451,5096,1,4390,3,0,1262
5,17,3388,3589,442,1,18954,3,0,607
1,4,1737,325,16574,1,30835,3,0,1536
1,16,774,2992,7282,0,22622,3,0,822
4,25,3200,3605,13103,1,18225,3,0,1125
1,5,838,196,19392,11,4961,0,0,880
4,25,3202,3638,2252,1,18242,3,0,0
1,15,1473,2527,22912,1,22671,3,0,1306
4,10,2362,1468,20185,1,14203,3,0,988
4,25,2950,1172,2227,1,26183,3,0,1009
4,25,3144,2964,20118,1,17917,3,0,269
4,18,2819,2205,4715,1,16401,3,0,990
4,7,2791,3357,17173,1,32029,3,0,621
0,11,3885,2356,23496,1,20489,3,0,1563
4,7,2791,3357,9417,1,28125,3,0,1198
4,10,2285,1101,16793,1,30069,3,0,1604
0,12,3936,1054,10811,1,20743,3,0,580
2,13,180,1396,5026,1,1376,3,0,1127
2,2,75,915,1450,0,387,3,0,869
4,18,2816,2133,14487,1,31174,3,0,1237
5,22,3659,1480,12310,1,19656,3,0,993
4,25,3193,3461,1896,1,18171,3,0,1193
2,13,237,3273,22834,1,1789,3,0,825
1,9,532,2653,20809,1,27286,3,0,792
1,5,905,1619,9030,0,5587,3,0,921
4,10,2253,953,23621,1,27217,3,0,1081
5,17,3312,1767,15659,1,24331,3,0,1350
5,23,3459,1824,9937,1,19165,3,0,556
1,15,1429,1389,22587,1,23699,3,0,1067
2,13,214,2618,19274,1,28779,3,0,880
1,9,601,3858,18399,1,3724,3,0,1562
5,17,3301,1495,14699,0,18686,3,0,621
1,5,899,1535,21068,1,5531,3,0,1383
5,17,3394,3716,20714,1,30331,8,0,842
1,5,992,3702,10050,1,6410,3,0,590
1,16,756,2639,5396,1,4348,3,0,1125
0,11,3849,408,6754,1,20156,3,0,551
5,22,3741,2867,22543,1,23939,3,0,965
1,15,1481,2668,15045,1,9373,3,0,1138
1,9,423,317,8385,1,2514,3,0,875
0,8,4087,1311,20846,1,21294,3,0,533
1,15,1514,3688,6045,1,9921,3,0,963
1,14,1249,1897,5239,1,7858,3,0,572
4,10,2686,3536,21223,1,32216,3,0,1306
2,26,404,4008,8661,1,23765,3,0,552
2,2,85,1710,24787,7,458,3,0,1284
2,2,57,104,1445,1,291,3,0,550
1,15,1491,2986,1,1,9472,3,0,1467
4,10,2617,3115,13901,1,15379,3,0,978
4,25,3044,2152,17052,1,30626,3,0,567
1,4,2093,3986,9170,1,13172,3,0,640
4,10,2103,31,18932,1,13242,3,0,778
1,19,1088,2350,24390,1,26541,3,0,0
4,25,3228,3750,1774,1,28196,8,0,640
2,2,92,2081,329,1,27665,3,0,530
1,24,1652,782,9969,1,30485,3,0,781
4,18,2823,2375,20644,1,16509,3,0,1500
1,19,1126,3531,10157,1,23879,3,0,1306
1,5,960,2684,12848,1,6126,3,0,636
1,5,875,1021,7522,1,5337,3,0,1235
1,9,599,3851,8474,1,3705,3,0,954
1,15,1491,2986,10,1,9497,3,0,598
1,15,1480,2663,7863,1,9341,3,0,869
1,4,2037,3466,14203,1,12912,3,0,559
0,11,3855,684,55,1,20187,3,0,1372
4,18,2822,2369,4647,1,16426,3,0,1306
2,13,209,2517,24173,1,30955,3,0,631
2,26,371,2870,11883,1,2272,3,0,1562
1,5,913,1732,22067,1,22681,3,0,1009
1,1,1593,2123,1124,1,10514,3,0,541
5,17,3365,2985,10084,0,18902,3,0,632
2,13,136,4021,13993,1,31370,3,0,553
0,8,4071,1028,6886,1,21252,3,0,1306
0,11,3855,684,65,1,20207,3,0,601
4,25,3199,3556,2375,1,31032,3,0,606
4,25,3178,3180,2222,1,18029,3,0,1372
4,10,2169,525,3628,1,13515,3,0,1317
4,25,3119,2788,2018,1,17849,3,0,552
2,20,9,1826,13838,1,25759,3,0,1285
1,19,1124,3505,16299,1,30600,3,0,552
1,9,487,1570,18316,1,2978,3,0,567
2,2,73,778,23268,0,367,3,0,1070
0,11,3869,1384,6758,1,20425,3,0,533
5,17,3311,1702,18501,1,18705,3,0,961
4,25,3216,3439,21594,1,18406,3,0,1237
4,18,2852,3921,4676,1,16748,3,0,0
1,4,1868,1631,18717,1,12040,3,0,1306
1,4,1891,1726,4824,1,23296,3,0,564
1,5,1007,3993,9716,1,6537,3,0,1306
4,10,2372,1521,611,1,28626,3,0,1295
0,12,4000,3412,9883,1,20949,3,0,1656
5,23,3423,485,4788,1,19060,3,0,1295
1,4,1758,538,17693,1,11403,3,0,869
4,10,2282,1051,13701,1,13958,3,0,564
1,24,1663,1639,11113,1,10924,3,0,880
1,19,1120,3447,8779,0,7160,3,0,640
1,5,837,193,10213,1,4939,3,0,618
4,25,3109,2723,1631,1,17807,3,0,0
1,14,1165,65,11128,1,7345,3,0,1459
1,9,557,3193,16151,1,3359,3,0,826
1,4,1799,1088,7029,1,22768,3,0,880
1,4,1888,1704,24597,1,27670,3,0,191
1,15,1491,2986,15303,1,9701,3,0,786
1,4,1772,637,16589,1,11478,3,0,880
1,19,1017,254,10165,1,6586,3,0,640
1,15,1406,808,18853,1,8661,3,0,618
4,7,2776,922,23010,1,15993,3,0,1459
1,14,1307,3014,5729,1,8095,3,0,975
0,8,4106,1594,20668,1,21364,3,0,574
4,10,2423,1801,2533,1,14528,3,0,1078
5,23,3463,1983,6771,4,19174,3,0,954
1,15,1369,4034,12330,1,8350,3,0,1015
2,13,227,3103,5509,1,1690,3,0,564
1,14,1254,1956,10948,1,7875,3,0,940
2,13,138,69,5612,1,931,3,0,921
4,10,2372,1521,17747,1,14261,3,0,600
1,4,1844,1494,13402,1,11897,3,0,1237
5,22,3657,1424,16144,1,19647,3,0,812
1,1,1545,218,1089,1,24743,3,0,874
0,12,4007,3915,18712,1,20989,3,0,770
2,20,8,1436,10075,1,31583,3,0,827
4,10,2543,2655,24466,1,15062,3,0,831
1,5,853,407,20082,1,5082,3,0,1035
1,4,1965,2377,18708,1,12554,3,0,869
1,9,430,421,14007,1,29957,3,0,556
4,10,2602,3033,3378,1,15323,3,0,840
2,13,143,297,21462,0,32136,3,0,1103
0,11,3856,760,11114,1,20323,3,0,552
1,16,818,3769,8097,1,4685,3,0,1178
4,10,2697,3667,2513,1,15637,3,0,554
1,15,1479,2649,17764,1,9333,3,0,623
2,13,149,422,5656,1,31084,3,0,629
5,23,3412,171,12183,1,19018,3,0,1104
1,14,1289,2747,17349,0,31701,3,0,1114
4,10,2578,2827,3349,1,15203,3,0,616
0,8,4180,3194,6843,1,23740,3,0,794
4,10,2619,3122,16127,1,15390,3,0,1634
1,5,929,2120,9725,1,30453,3,0,1009
4,25,3114,2759,13202,1,17834,3,0,640
5,17,3388,3589,10530,1,18955,3,0,1103
1,4,1880,1674,24817,1,27297,3,0,0
1,9,448,726,4882,1,2699,3,0,841
1,16,728,2121,5351,1,4237,3,0,1584
4,18,2808,1647,4402,1,16247,3,0,880
0,6,4217,524,21991,1,26625,3,0,791
1,15,1381,426,17562,1,31400,3,0,1125
2,13,216,2714,22683,1,23995,3,0,549
0,8,4190,3610,10017,1,21631,3,0,922
1,14,1206,667,10673,1,7595,3,0,1350
4,10,2722,3404,13464,1,27820,3,0,770
4,25,3242,3910,2269,1,26871,3,0,1618
1,15,1491,2986,9,1,9494,3,0,942
2,13,146,328,18508,1,1074,3,0,541
5,17,3336,2302,19609,0,18818,3,0,1350
4,7,2788,3043,23937,0,16047,3,0,1500
2,13,214,2618,11170,1,28871,3,0,530
1,16,818,3769,7337,1,22131,3,0,555
2,13,149,422,17998,1,1159,3,0,1048
1,16,653,705,5318,1,3965,3,0,1015
1,5,951,2544,12856,1,6070,3,0,1562
1,15,1539,3951,20328,1,10079,3,0,1437
1,4,1960,2329,18319,1,32351,3,0,202
0,6,4217,524,80,1,23351,3,0,976
2,13,149,422,14945,1,1132,3,0,994
2,3,270,2035,14180,1,2002,3,0,1081
1,5,854,453,8964,0,5087,3,0,399
0,6,4217,524,14630,1,21950,3,0,1045
4,7,2776,922,23152,1,30992,3,0,582
1,19,1040,2637,18409,1,6725,3,0,790
1,9,451,811,8181,1,2713,3,0,1125
1,14,1253,1936,10580,1,7868,3,0,595
4,25,3155,3038,18547,1,17983,3,0,1059
1,19,1084,2259,14153,1,6893,3,0,1562
4,25,3228,3750,1758,1,28190,8,0,1459
1,4,2007,2999,9553,0,12778,3,0,1048
1,14,1174,270,15609,1,7382,3,0,611
4,25,3216,3439,19878,1,18402,3,0,880
4,7,2792,3971,795,1,29245,3,0,965
4,25,3034,2011,1769,1,17625,3,0,614
4,18,2794,233,421,0,30224,3,0,629
1,14,1197,582,6109,1,7496,3,0,1090
4,25,3199,3556,2388,1,18213,3,0,607
4,10,2758,3947,2556,1,30345,3,0,543
1,14,1334,3557,5251,1,8194,3,0,1362
1,15,1468,2299,13314,1,9201,3,0,1009
1,5,874,1020,9044,1,5317,3,0,585
4,10,2438,1895,3854,1,14627,3,0,0
1,19,1103,2720,23551,1,7100,3,0,847
1,16,644,581,17988,0,3935,3,0,965
4,25,2980,1462,22731,1,24143,3,0,880
1,15,1435,1546,11628,1,8917,3,0,530
1,19,1088,2350,14721,1,22070,3,0,1237
1,4,2010,3021,21253,1,12800,3,0,1009
5,17,3323,2009,10477,1,18744,3,0,825
1,4,1951,2280,16666,1,12478,3,0,0
4,18,2841,3476,20123,1,22021,3,0,590
4,25,3211,3389,1812,1,27211,3,0,1103
2,26,285,209,19230,1,23355,3,0,1622
1,19,1090,2408,23530,1,30367,3,0,629
1,5,874,1020,9049,1,5323,3,0,563
2,20,26,711,13852,0,25413,3,0,587
5,22,3741,2867,12197,1,24399,3,0,1009
1,4,1744,378,20608,1,11355,3,0,773
0,8,4095,1398,12232,1,21322,3,0,1415
4,10,2374,1547,16962,1,30491,3,0,596
2,2,108,3673,14399,1,780,3,0,693
1,5,990,3418,22459,1,6389,3,0,564
2,13,213,2595,5204,1,25077,3,0,587
1,24,1658,1265,17836,1,10893,3,0,976
1,1,1589,2042,1074,1,10436,3,0,825
1,9,579,3609,640,1,28795,3,0,1237
2,3,273,2914,1510,1,2013,3,0,537
1,15,1417,1078,11448,1,8764,3,0,1510
1,5,881,1255,16474,0,5400,3,0,965
1,19,1088,2350,7394,1,22073,3,0,825
0,8,4018,59,20103,1,21027,3,0,0
0,8,4057,675,20534,1,30531,3,0,541
5,23,3448,1479,14894,1,19123,3,0,797
1,19,1025,529,18248,1,6622,3,0,1092
4,25,3231,3788,1686,1,18449,3,0,1339
4,25,3191,3454,1741,1,18082,3,0,618
1,9,479,1414,11702,1,2896,3,0,1562
1,14,1242,1719,10683,1,7806,3,0,1459
1,14,1190,497,22095,1,22766,3,0,1160
0,8,4028,181,20816,1,21136,3,0,552
1,14,1328,3530,5259,1,8180,3,0,552
0,6,4217,524,21898,1,21922,3,0,577
2,3,268,1738,1527,1,1939,3,0,836
1,15,1407,810,5888,1,8675,3,0,910
4,25,2905,509,21162,1,16936,3,0,1426
1,14,1298,2835,18270,1,8066,3,0,638
0,6,4217,524,24457,1,26744,3,0,639
4,10,2386,1598,14134,1,14327,3,0,1350
4,18,2814,2057,4764,1,29698,3,0,640
1,5,909,1668,9081,1,5609,3,0,1358
1,5,927,2100,6593,1,5833,3,0,1562
2,3,270,2035,24284,1,1997,3,0,552
0,8,4141,2363,24160,1,26000,3,0,541
1,9,425,319,15074,1,2553,3,0,640
1,9,560,3221,18467,1,3379,3,0,585
4,25,3202,3638,14765,1,18305,3,0,585
2,20,10,1853,9321,1,64,3,0,1092
1,4,1885,1695,14254,1,12155,3,0,1459
2,13,141,140,21408,1,29269,7,0,0
1,9,579,3609,11720,1,3527,3,0,537
1,5,885,1378,10191,1,5422,3,0,811
4,10,2285,1101,17338,1,13968,3,0,618
4,10,2315,1226,2542,1,14059,3,0,880
0,11,3844,195,14801,1,20133,3,0,552
1,9,496,1926,20790,1,3041,3,0,534
1,19,1087,2313,9441,1,6916,3,0,1048
2,20,15,2889,13787,1,100,3,0,532
1,15,1436,1553,12515,1,8925,3,0,610
4,10,2148,393,16171,1,13418,3,0,1125
4,10,2293,1130,22526,1,23656,3,0,1500
4,10,2537,2640,22724,1,31628,3,0,943
1,9,452,848,8264,1,2737,3,0,1237
1,1,1550,422,1156,1,10223,3,0,1171
2,13,141,140,5499,1,29862,6,0,1009
4,25,2992,1552,1817,1,17495,3,0,880
0,6,4217,524,14835,1,21967,3,0,843
0,6,4217,524,100,1,27793,3,0,1070
1,19,1126,3531,22057,1,22607,3,0,531
1,14,1231,1252,10598,1,7738,3,0,1081
5,22,3811,3827,3866,0,20047,3,0,1459
0,8,4071,1028,20353,1,21261,3,0,949
2,26,384,3232,8638,1,2304,3,0,1081
4,25,2916,669,1537,1,16994,3,0,595
1,16,813,3408,7264,1,4583,3,0,1160
2,13,256,3810,15963,1,1880,3,0,0
0,6,4217,524,22202,1,21874,3,0,1138
0,11,3855,684,24751,1,27709,3,0,631
1,16,808,3654,16074,1,4563,3,0,1459
1,15,1407,810,24806,1,27259,3,0,588
1,14,1193,505,10592,1,7468,3,0,1070
1,15,1468,2299,5806,1,9198,3,0,0
1,1,1623,2884,1173,1,10681,3,0,530
1,9,604,3955,15997,1,3753,3,0,541
1,5,927,2100,16388,1,5875,3,0,1562
5,17,3354,2814,13058,0,26847,3,0,790
4,10,2428,1842,16758,1,14559,3,0,569
1,1,1589,2042,1072,1,10434,3,0,1026
5,22,3590,723,3935,1,22949,3,0,0
1,16,762,2708,7271,1,4377,3,0,1562
1,19,1153,3998,6686,1,7300,3,0,770
1,19,1078,2039,20323,1,6875,3,0,1350
0,12,3936,1054,8721,1,31912,3,0,563
0,11,3907,3768,21234,0,20586,3,0,793
1,4,1759,545,6953,1,11407,3,0,1065
0,11,3898,3085,6739,1,20544,3,0,899
0,12,4003,3722,16862,1,20981,3,0,610
1,5,931,2154,10093,1,5919,3,0,582
4,10,2635,3255,22808,1,24304,3,0,580
2,2,92,2081,22989,1,24630,3,0,585
1,9,595,3790,16177,1,3682,3,0,543
2,13,262,3979,19126,1,1917,3,0,552
1,14,1203,627,10607,1,7532,3,0,530
1,5,865,818,12890,1,31742,3,0,803
1,5,928,2108,11923,1,5891,3,0,0
1,4,2080,3881,23972,1,13111,3,0,825
1,9,522,2407,11707,1,3136,3,0,976
5,23,3407,4041,11048,1,19010,3,0,953
2,26,400,2565,9254,1,2356,3,0,1493
2,13,241,3470,23989,1,25754,3,0,965
1,4,1740,353,20377,1,11317,3,0,530
5,22,3729,2652,4101,1,19779,3,0,1350
2,0,56,2866,14968,1,288,3,0,0
1,1,1555,629,1104,1,10250,3,0,1009
1,4,1805,948,10743,1,11680,3,0,574
4,10,2753,3931,18294,1,30008,3,0,858
1,19,1133,3679,18619,1,7237,3,0,1048
5,17,3307,1632,9447,1,27477,3,0,880
1,5,958,2601,21098,0,6116,3,0,1339
4,10,2386,1598,3514,1,14317,3,0,1026
0,12,4000,3412,7198,1,20944,3,0,536
1,9,579,3609,8326,1,3501,3,0,795
2,13,237,3273,15892,1,26445,3,0,1273
1,4,2093,3986,9172,1,13176,3,0,1225
4,18,2829,2658,4499,1,25561,3,0,1081
1,5,894,1483,19767,1,5483,3,0,978
4,10,2461,2052,3337,1,14727,3,0,880
1,19,1144,3712,20071,1,7261,3,0,1009
1,4,1995,2912,18063,1,12693,3,0,1009
1,5,998,3813,9007,1,6478,3,0,880
2,13,209,2517,17359,1,1572,3,0,1350
1,16,728,2121,5351,1,4236,3,0,1015
0,12,3936,1054,9310,1,20732,3,0,1026
1,5,925,2003,24280,1,5808,3,0,531
1,16,625,352,10026,1,3857,3,0,1500
1,15,1491,2986,212,1,9606,3,0,833
4,10,2709,3339,3189,1,15664,3,0,836
0,6,4217,524,78,1,21913,3,0,618
2,26,389,3495,6543,1,2311,3,0,1009
4,25,3044,2152,1708,1,17657,3,0,1437
4,25,2980,1462,1778,1,17380,3,0,563
5,23,3458,1710,14616,1,19163,3,0,1350
1,15,1491,2986,199,1,31006,3,0,1521
1,5,877,1044,20649,1,5379,3,0,1394
5,22,3578,596,22131,0,22756,3,0,1328
1,4,1841,1439,19044,1,11886,3,0,1009
1,5,982,3258,12941,1,6280,3,0,1482
1,15,1523,3703,15485,1,27871,4,0,0
2,13,220,2863,5028,1,30871,3,0,1215
0,6,4217,524,115,1,26700,3,0,590
2,13,199,2248,23608,1,26657,3,0,825
1,4,1813,1015,24337,1,26011,3,0,1009
4,25,2916,669,1537,1,16991,3,0,1645
1,5,869,854,15747,1,5286,3,0,600
4,25,3155,3038,22998,1,24644,3,0,1594
1,9,557,3193,8564,1,29205,3,0,880
4,25,3238,3865,20834,1,18484,3,0,1009
1,5,922,1889,7751,1,22415,3,0,1037
2,2,69,504,15673,1,346,3,0,1433
4,25,3191,3454,1872,1,18134,3,0,640
5,23,3468,2024,4777,1,19185,3,0,858
5,17,3356,2839,12153,1,22544,3,0,541
4,25,3191,3454,1877,1,24802,3,0,902
1,4,1771,617,6974,1,26952,3,0,772
1,9,588,3344,23820,1,3623,3,0,1350
4,25,3203,3648,13654,1,18332,3,0,1193
1,4,1816,1037,15948,1,11735,3,0,782
0,12,3987,3276,14560,1,20917,3,0,594
1,9,440,558,20601,1,2658,3,0,836
1,4,2042,3497,9643,1,12925,3,0,0
0,8,4119,1833,23339,1,21417,3,0,1351
1,9,530,2638,11664,1,3169,3,0,1237
4,10,2391,1645,19381,1,14374,3,0,847
1,1,1633,3660,12814,1,10744,3,0,1459
2,13,141,140,17979,1,1005,3,0,578
4,25,2905,509,14104,1,25672,3,0,1160
4,10,2158,446,20895,1,13476,3,0,614
0,12,3931,880,17730,1,20708,3,0,1251
4,25,2862,4044,13151,1,16794,3,0,553
1,5,910,1694,16992,1,30461,3,0,1237
