Secretaria_de_Atencao_Primaria_a_Saude_-_SAPS/MS_,Unnamed:_1,Unnamed:_2,Unnamed:_3,Unnamed:_4,Unnamed:_5,Unnamed:_6,Unnamed:_7,Unnamed:_8,Unnamed:_9
1,15,1462,2000,12485,1,9160,7,0,880
1,24,1659,1343,7700,1,10894,3,0,1009
4,25,2856,21,2259,1,26198,3,0,0
4,10,2438,1895,3852,1,31379,3,0,0
1,1,1639,3812,12756,1,10788,3,0,541
1,9,453,862,8522,1,2755,3,0,1562
2,20,13,2534,9338,1,78,3,0,1009
1,4,1998,2887,16121,1,12730,3,0,0
1,15,1377,249,14641,1,8420,3,0,1273
1,16,821,3922,5369,1,4857,3,0,943
5,23,3464,1990,4801,0,19175,3,0,1530
4,10,2263,976,3448,1,26392,3,0,880
1,5,835,126,24741,1,25240,3,0,1521
1,5,928,2108,6668,1,23980,3,0,541
1,5,938,2249,24452,1,30392,5,0,1009
1,5,985,3505,10212,1,6316,3,0,899
1,24,1646,502,20373,1,10830,3,0,0
1,14,1246,1881,15237,1,7848,3,0,640
1,5,878,1108,15852,1,5384,3,0,585
1,1,1555,629,1102,1,10248,3,0,640
1,9,573,3588,17911,0,27442,3,0,1009
1,4,1844,1494,18512,1,11900,3,0,1459
4,25,3228,3750,1888,1,28191,8,0,880
4,25,3155,3038,1977,1,17966,3,0,880
1,16,618,178,6459,1,3839,3,0,910
2,13,214,2618,18273,1,28870,3,0,640
1,4,1750,445,14779,1,11378,3,0,1350
1,16,808,3654,16048,1,4561,3,0,1125
2,2,60,165,269,1,27541,3,0,618
1,5,852,406,24069,1,25829,3,0,807
5,23,3440,1289,6782,1,19104,3,0,998
5,22,3649,1309,18322,1,19624,3,0,899
5,22,3749,2989,3978,0,23490,3,0,792
1,4,1760,547,13407,1,29856,3,0,1350
4,10,2386,1598,3505,1,26139,3,0,640
4,25,2980,1462,2311,1,17407,3,0,585
2,2,100,2631,1458,1,729,3,0,880
1,4,1714,46,635,1,28768,8,0,1437
1,19,1074,1954,16501,1,6849,3,0,640
1,15,1380,423,6076,1,8443,3,0,0
1,5,862,784,12932,0,5169,3,0,1491
1,4,1996,2833,14443,1,12708,3,0,530
4,25,2890,307,14268,1,23434,3,0,640
5,23,3522,3324,9945,0,19313,3,0,535
1,15,1448,1771,583,1,28589,3,0,1562
1,4,1911,1888,17781,1,12320,3,0,640
1,4,1740,353,15218,1,11313,3,0,825
1,24,1696,3235,7605,1,11119,3,0,1237
4,10,2382,1588,3112,1,14289,3,0,539
1,5,830,19,11101,1,4893,3,0,1521
0,8,4039,410,21693,1,24064,3,0,1317
1,4,2055,3352,20612,1,12994,3,0,545
4,10,2297,1131,19240,1,28106,8,0,1415
2,3,272,2494,18083,1,2012,3,0,1491
1,16,762,2708,7272,1,4378,3,0,914
1,16,685,1258,18217,1,4076,3,0,1193
1,9,571,3486,17714,1,3424,3,0,626
1,4,1998,2887,17461,1,32044,3,0,1009
1,15,1523,3703,16413,1,9998,3,0,880
0,6,4217,524,21990,1,21770,3,0,1510
4,25,2867,151,1676,1,27256,3,0,574
1,4,1771,617,6975,1,32092,3,0,552
4,25,3202,3638,13609,1,26642,3,0,0
1,5,910,1694,10195,1,5619,3,0,1114
1,24,1657,1240,21155,1,10890,3,0,0
1,1,1639,3812,12710,1,10786,3,0,0
1,15,1449,1814,12488,1,9079,3,0,640
1,1,1589,2042,20078,1,32293,3,0,530
2,2,92,2081,1356,1,545,3,0,880
1,9,539,2775,4949,1,3233,3,0,574
2,13,154,515,22312,1,26552,3,0,858
4,10,2359,1455,2898,0,14196,3,0,1037
1,14,1213,960,5250,1,7670,3,0,1237
1,5,927,2100,20983,1,30021,3,0,809
1,14,1330,3532,10907,1,8187,3,0,588
4,7,2776,922,8119,1,15977,3,0,836
1,9,490,1748,8315,1,3003,3,0,0
1,9,595,3790,8222,1,3668,3,0,1459
1,16,640,519,5361,1,3920,3,0,596
1,1,1606,2510,12676,1,10589,3,0,1604
1,15,1467,2226,20550,1,9194,3,0,1521
2,2,115,3904,16448,1,832,3,0,1026
2,13,222,2918,17093,1,30816,3,0,0
1,14,1287,2694,12133,1,8018,3,0,0
1,9,548,2936,11154,1,3293,3,0,640
0,8,4161,2739,13344,1,21526,3,0,880
5,17,3352,2776,13065,1,24620,3,0,563
1,4,1839,1413,22146,1,22759,3,0,1009
4,25,3023,1858,23812,1,23772,3,0,585
2,13,247,3631,384,1,26349,3,0,1193
4,25,2980,1462,15141,1,17448,3,0,1350
1,16,800,3552,6467,1,4534,3,0,899
2,13,235,3214,11199,1,1743,3,0,579
2,20,10,1853,9325,1,59,3,0,1295
4,18,2855,3995,13722,1,16783,3,0,0
5,22,3632,1201,3983,1,19593,3,0,1317
1,14,1206,667,17809,1,7633,3,0,530
4,18,2818,2198,18528,1,16390,3,0,1273
4,25,2893,334,2040,0,16914,3,0,1059
4,25,2885,285,1794,1,16882,3,0,787
1,9,505,2028,8406,0,3061,3,0,825
1,15,1496,3132,11495,1,9777,3,0,943
0,8,4166,2822,7968,1,21557,3,0,0
5,23,3457,1700,17839,1,30201,3,0,910
1,4,1765,587,16225,1,11453,3,0,770
1,4,1904,1795,8694,1,12253,3,0,975
1,4,1766,604,16157,1,11459,3,0,1237
1,15,1435,1546,11622,1,8911,3,0,1562
5,22,3598,844,22427,1,23455,3,0,1009
4,18,2823,2375,22746,1,24104,3,0,1426
4,25,3031,1957,14241,1,17616,3,0,976
4,10,2345,1352,19798,1,14156,3,0,825
4,18,2823,2375,14537,1,16490,3,0,574
1,1,1589,2042,1093,1,31002,8,0,987
1,9,565,3442,8311,1,3401,3,0,905
1,9,408,51,8237,1,2429,3,0,573
2,26,405,4012,21590,1,25639,3,0,1562
1,14,1233,1356,10959,1,7743,3,0,921
1,16,678,1125,584,1,28803,3,0,1226
2,2,92,2081,1331,1,544,3,0,1009
1,14,1289,2747,11133,0,8027,3,0,921
1,5,936,2236,20588,1,30535,3,0,942
1,9,545,2925,18331,1,3279,3,0,563
4,10,2424,1808,3152,1,24562,3,0,841
1,1,1612,2633,12764,1,10614,3,0,618
1,4,1820,1119,22417,1,23362,3,0,0
1,4,1792,815,19626,1,11625,3,0,1171
1,4,1828,1246,22420,1,23283,3,0,574
1,1,1589,2042,23749,1,32219,3,0,987
2,13,257,3814,18716,1,1882,3,0,640
1,4,1846,1506,7456,1,11910,3,0,541
4,18,2818,2198,12240,1,27547,3,0,792
4,10,2214,764,13513,1,13682,3,0,618
4,10,2393,1650,3658,1,14384,3,0,1459
1,14,1206,667,6237,1,22015,3,0,0
1,4,1744,378,13976,1,29663,3,0,574
1,15,1451,1874,12513,1,9090,3,0,792
2,2,82,1628,18464,1,424,3,0,880
4,25,3187,3281,2135,1,27912,8,0,0
4,25,2955,1192,14676,0,24791,3,0,0
5,23,3483,2551,10102,1,19224,3,0,543
2,13,214,2618,11169,1,1618,3,0,910
1,15,1506,3451,19453,1,9849,3,0,0
1,4,1860,1557,7482,1,11981,3,0,781
2,26,328,1457,10172,1,2160,3,0,1009
2,2,74,908,1271,1,374,3,0,0
2,13,154,515,24103,1,25885,3,0,1125
4,18,2823,2375,606,1,28736,3,0,1521
1,4,1869,1636,15773,1,12045,3,0,0
4,10,2761,3992,20077,1,15926,3,0,640
1,9,429,380,23027,1,24747,3,0,1125
2,26,305,819,19582,1,2098,3,0,880
1,19,1066,1876,8795,1,6824,3,0,574
0,6,4217,524,116,1,27781,3,0,847
0,6,4217,524,77,1,26738,3,0,530
0,12,3931,880,23372,1,25144,3,0,1127
1,5,911,1708,22029,1,30613,3,0,825
4,25,3187,3281,2135,1,18049,3,0,1009
4,10,2098,3,2773,1,13226,3,0,1237
0,6,4217,524,81,1,22214,3,0,0
5,22,3697,2287,3886,1,28961,3,0,1009
4,10,2120,129,23404,1,13305,3,0,618
4,10,2466,2094,2902,1,29124,3,0,1215
1,15,1491,2986,14648,1,9672,3,0,583
4,10,2185,614,19909,1,13575,3,0,880
1,5,886,1426,12887,1,25274,3,0,1459
1,4,2028,3209,15363,1,12880,3,0,640
1,5,968,2861,18061,1,6176,3,0,617
4,10,2388,1620,20798,0,14338,3,0,921
5,22,3556,323,4280,0,19445,3,0,0
5,22,3741,2867,4306,1,29337,8,0,814
1,5,932,2184,21955,1,22450,3,0,0
1,4,1774,651,6995,1,29087,3,0,618
2,21,118,84,5219,1,842,3,0,782
1,14,1361,3883,22468,1,23324,3,0,640
2,13,218,2821,5592,0,1649,3,0,836
1,15,1409,832,12522,1,8715,3,0,1125
1,9,579,3609,907,1,29485,3,0,564
4,10,2263,976,3447,1,13868,3,0,1273
1,5,891,1446,9720,1,5463,3,0,1350
1,5,942,2303,19930,1,28762,3,0,1459
5,22,3546,107,3919,1,19405,3,0,795
4,25,3191,3454,16894,1,30237,3,0,1404
1,19,1103,2720,12198,1,7102,3,0,1237
4,18,2808,1647,4403,1,16249,3,0,1459
1,14,1176,404,16928,1,30269,3,0,1521
1,4,1765,587,14311,1,11450,3,0,880
5,22,3741,2867,22326,1,22981,3,0,1127
1,15,1541,3988,11650,1,31908,3,0,420
0,11,3908,3829,13227,1,20603,3,0,825
4,10,2744,3869,575,1,30403,3,0,847
4,10,2187,633,13484,1,13580,3,0,541
5,22,3656,1418,12305,1,19634,3,0,596
2,0,47,2090,954,1,257,3,0,1009
1,24,1681,2386,7638,1,11018,3,0,1459
0,8,4091,1395,745,1,29271,3,0,910
1,4,2068,3732,9677,1,13055,3,0,880
1,16,820,3912,19417,1,4852,3,0,607
4,18,2830,2741,4464,1,27737,8,0,546
2,2,90,2078,428,1,28480,3,0,1552
1,5,842,235,5646,1,4992,3,0,562
0,8,4028,181,10552,1,21122,3,0,640
1,4,1997,2853,21265,1,12711,3,0,880
4,18,2834,3002,4619,1,16639,3,0,1125
0,12,3969,2610,16881,1,30214,3,0,629
1,4,1953,2307,21085,1,12490,3,0,0
4,10,2215,765,2665,1,13686,3,0,880
5,22,3649,1309,20384,1,19625,3,0,1604
1,14,1361,3883,10957,1,8315,3,0,640
4,10,2537,2640,18093,1,28522,8,0,792
1,1,1545,218,1049,1,32099,8,0,847
2,2,92,2081,1361,1,551,3,0,869
1,15,1480,2663,21508,1,9354,3,0,1562
4,10,2305,1161,3284,1,24268,3,0,0
5,17,3393,3413,21356,1,18967,3,0,796
4,18,2828,2617,4750,1,25398,3,0,880
1,16,756,2639,5393,1,4343,3,0,640
4,25,3141,2935,16968,1,31966,3,0,784
1,9,459,924,8204,1,2798,3,0,530
5,22,3797,3390,4258,1,20029,3,0,1574
1,9,510,2158,23281,1,3089,3,0,1070
1,9,533,2667,15115,1,29873,3,0,0
4,25,3202,3638,13628,1,18283,3,0,640
4,10,2297,1131,3116,1,13991,3,0,1339
1,14,1263,2127,5773,1,7912,3,0,1120
2,13,149,422,12228,1,30658,3,0,552
5,17,3294,1324,11999,1,28015,8,0,640
1,4,1814,1022,14226,1,11724,3,0,586
4,10,2297,1131,3131,1,29590,3,0,1237
5,17,3323,2009,23090,1,24869,3,0,814
1,5,985,3505,14048,1,29793,3,0,1009
4,25,2916,669,17027,1,30602,3,0,782
1,15,1370,44,11334,1,8361,3,0,557
1,9,464,1153,4908,1,2836,3,0,0
4,10,2494,2257,24106,1,25881,3,0,1350
4,10,2478,2175,13479,1,23578,3,0,640
4,18,2822,2369,4645,1,16420,3,0,574
4,18,2839,3289,20235,1,16669,3,0,847
5,22,3617,1016,12288,1,19569,3,0,1625
1,15,1491,2986,23,1,9525,3,0,1584
4,18,2823,2375,21563,1,16513,3,0,880
1,4,1877,1658,7480,1,12116,3,0,0
2,13,259,3838,22872,0,24363,3,0,1339
4,10,2263,976,3447,1,26398,3,0,1240
4,10,2396,1667,2649,1,14395,3,0,0
0,8,4150,2518,9896,1,21502,3,0,0
1,15,1470,2502,5858,1,9232,3,0,640
5,23,3448,1479,16351,1,29992,3,0,1415
0,12,4001,3426,14496,1,20965,3,0,640
1,5,942,2303,9757,1,6001,3,0,567
4,18,2814,2057,20733,1,16347,3,0,0
1,9,483,1488,8471,1,2919,3,0,154
1,19,1131,3640,22831,1,23453,3,0,880
5,23,3457,1700,20074,1,19157,3,0,552
1,14,1260,2073,6211,1,7891,3,0,552
1,16,628,400,11763,0,3884,3,0,530
4,18,2811,1701,4524,1,16288,3,0,880
4,25,3228,3750,1771,1,30464,3,0,1383
5,17,3365,2985,13582,0,18905,3,0,1237
1,4,1965,2377,16387,1,12553,3,0,1237
4,25,3202,3638,16781,1,18318,3,0,0
1,14,1165,65,11125,1,7342,3,0,1009
2,13,237,3273,5540,1,24597,3,0,640
1,4,1846,1506,7458,1,11912,3,0,1350
5,17,3323,2009,10491,1,18766,3,0,640
1,9,512,2181,8171,1,3097,3,0,1237
2,3,267,1079,1519,1,1937,3,0,1562
2,2,113,3804,23330,1,822,3,0,932
1,15,1491,2986,15618,1,9713,3,0,1317
1,1,1612,2633,335,1,27671,3,0,965
2,13,209,2517,19758,1,25599,3,0,596
4,18,2815,2085,4366,1,16350,3,0,574
4,10,2464,2086,18055,1,14739,3,0,0
1,5,952,2545,23789,1,25721,3,0,1026
1,4,1831,1285,18285,1,28077,4,0,1009
1,5,990,3418,7712,1,6353,3,0,552
1,5,927,2100,6594,1,28955,3,0,819
5,22,3741,2867,4343,1,19931,3,0,1459
0,6,4217,524,14632,1,22188,3,0,640
1,4,1981,2632,20485,1,12628,3,0,1009
0,8,4026,177,6192,1,21060,3,0,0
2,13,227,3103,19287,1,1696,3,0,943
2,21,123,806,8860,1,23852,3,0,530
1,16,768,2787,11768,1,4430,3,0,1009
2,13,227,3103,21093,1,1699,3,0,0
1,5,838,196,15385,1,4958,3,0,1237
4,18,2794,233,18868,0,16124,3,0,563
4,18,2808,1647,4407,1,16255,3,0,640
4,25,2866,134,23360,1,16810,3,0,0
4,10,2411,1746,2946,1,14471,3,0,640
1,15,1391,531,7915,1,8530,3,0,0
1,4,1869,1636,23584,1,25280,3,0,0
1,4,1931,2040,18557,1,12392,3,0,869
1,9,459,924,16408,1,2803,3,0,0
2,2,104,3195,23205,1,30390,3,0,0
1,19,1078,2039,8765,1,6860,3,0,0
1,4,2074,3835,16718,1,13087,3,0,640
1,9,603,3928,8418,1,3732,3,0,638
4,7,2792,3971,17334,1,31756,3,0,530
4,7,2788,3043,23937,0,16046,3,0,589
2,13,213,2595,5194,1,26495,3,0,574
4,10,2321,1249,24322,1,26443,3,0,1048
2,3,270,2035,1520,1,1981,3,0,640
5,17,3356,2839,12167,1,18876,3,0,0
1,15,1407,810,5875,1,23930,3,0,1237
1,15,1468,2299,21913,1,22342,3,0,1009
4,25,3191,3454,1878,1,18150,3,0,640
1,15,1429,1389,7821,1,8871,3,0,1009
2,13,215,2660,11209,1,1639,3,0,0
4,25,2970,1335,12402,1,26912,3,0,880
5,22,3690,2143,4163,1,19702,3,0,0
0,11,3904,3396,6548,1,20569,3,0,1037
0,8,4043,498,8017,1,23181,3,0,0
1,5,926,2049,8962,1,5824,3,0,640
4,25,3191,3454,1867,1,18119,3,0,640
1,9,564,3302,8449,1,3393,3,0,1237
0,6,4217,524,115,1,26703,3,0,1015
5,22,3697,2287,3888,1,19712,3,0,640
2,13,237,3273,11279,1,1783,3,0,0
1,4,1760,547,13412,1,11424,3,0,1125
1,14,1206,667,6228,1,7573,3,0,1009
5,22,3556,323,4278,1,19438,3,0,880
4,25,3216,3439,17878,1,18396,3,0,1237
1,15,1439,1612,19346,1,8941,3,0,880
1,24,1681,2386,7645,1,11035,3,0,1459
1,15,1496,3132,11494,1,9776,3,0,0
4,10,2504,2309,3294,1,14859,3,0,1127
0,8,4164,2807,22214,1,22987,3,0,1009
1,9,525,2496,8146,1,3148,3,0,814
1,9,554,3109,20921,1,3321,3,0,1237
4,18,2816,2133,4374,1,28459,3,0,0
2,2,104,3195,23205,1,762,3,0,1125
4,10,2236,861,2715,1,13744,3,0,880
1,9,457,916,24782,1,27244,3,0,880
2,13,149,422,18986,1,31130,3,0,1459
1,15,1386,465,11411,1,22762,3,0,770
1,16,634,449,5377,1,3902,3,0,1350
1,4,1791,781,17630,1,11624,3,0,0
1,19,1080,2117,14376,1,6880,3,0,1125
1,16,701,1607,23459,1,22722,3,0,1362
1,9,576,3601,15052,1,3448,3,0,1009
4,10,2321,1249,24502,1,26758,3,0,1562
1,15,1467,2226,11490,1,9191,3,0,563
1,14,1234,1443,5661,1,7749,3,0,1009
4,10,2449,1978,19700,1,14681,3,0,1645
4,10,2383,1590,3091,1,31503,3,0,921
1,9,468,1266,8539,0,28985,3,0,546
4,10,2494,2257,2651,1,14819,3,0,0
1,5,852,406,6627,1,5069,3,0,607
1,4,1872,1648,8706,1,12074,3,0,0
4,10,2168,521,20443,1,13511,3,0,1037
5,17,3258,284,10447,1,18528,3,0,781
4,25,3215,3435,1943,1,18384,3,0,0
4,18,2830,2741,19188,0,16590,3,0,932
1,19,1088,2350,7379,1,6973,3,0,880
0,11,3855,684,193,1,27556,3,0,640
2,20,11,2044,13792,1,23944,3,0,640
5,17,3323,2009,10485,1,18757,3,0,910
1,16,768,2787,11772,1,4434,3,0,1086
2,13,242,3496,9485,1,1813,3,0,1009
1,9,539,2775,24814,1,27309,3,0,540
1,4,2089,4005,14864,1,13150,3,0,1350
4,10,2173,546,19717,1,13541,3,0,880
0,8,4205,3817,7972,1,21693,3,0,640
1,15,1483,2737,19788,1,9423,3,0,880
4,10,2195,678,3585,1,13605,3,0,910
1,4,1875,1656,14935,1,12110,3,0,640
2,2,83,1653,21857,1,454,3,0,1125
2,13,195,2110,21905,1,1486,3,0,1125
1,4,2093,3986,17808,1,13204,3,0,1125
1,14,1258,2013,22227,1,7884,3,0,0
0,8,4108,1614,7932,1,21367,3,0,880
4,25,3216,3439,15839,1,28088,8,0,640
5,17,3400,4009,17992,1,31525,3,0,552
1,9,549,2938,17931,1,3298,3,0,1125
1,5,983,3220,8970,1,6289,3,0,1226
5,22,3741,2867,4298,1,23145,3,0,0
1,15,1518,3414,871,1,29407,3,0,0
1,5,932,2184,21957,1,22451,3,0,0
4,25,2980,1462,2095,1,17396,3,0,0
0,8,4128,2183,24396,1,26548,3,0,0
5,17,3307,1632,9448,1,18696,3,0,1009
1,5,843,268,11107,0,4999,3,0,998
4,25,2878,227,2188,1,16871,3,0,640
4,18,2832,2803,4381,1,16602,3,0,1350
1,24,1704,3795,7656,1,11148,3,0,585
0,8,4130,2214,15628,1,21441,3,0,1350
5,22,3765,3310,4240,1,19972,3,0,1009
4,10,2574,2799,3046,1,28114,4,0,880
4,10,2438,1895,3071,1,31808,3,0,640
1,4,1898,1766,8589,1,12224,3,0,1459
2,26,339,1963,24495,1,28629,3,0,0
4,10,2528,2533,3195,1,14990,3,0,530
4,25,3107,2697,20161,1,17804,3,0,0
1,15,1491,2986,18095,1,9723,3,0,0
2,13,149,422,5623,1,30631,3,0,770
4,25,3216,3439,13445,1,25518,8,0,1125
1,15,1382,416,7918,1,8445,3,0,1459
0,11,3874,1728,17486,1,31775,3,0,1563
4,25,2994,1574,18805,1,23000,3,0,825
4,10,2355,1440,468,1,28332,3,0,1350
0,8,4118,1828,20005,1,21416,3,0,0
1,19,1087,2313,9442,1,6919,3,0,640
1,15,1491,2986,14615,1,9665,3,0,535
1,4,1948,2203,9379,1,12464,3,0,1125
1,14,1331,3533,5270,1,8192,3,0,640
1,14,1352,3429,12112,1,8283,3,0,932
5,23,3457,1700,21521,1,19159,3,0,803
0,8,4166,2822,7966,1,21555,3,0,880
0,8,4028,181,21172,1,21141,3,0,640
4,10,2353,1430,2529,1,14172,3,0,640
1,5,928,2108,6665,1,23593,3,0,0
4,25,3191,3454,1865,1,18113,3,0,0
1,15,1507,3460,11349,1,9853,3,0,814
4,10,2414,1757,2495,1,29736,3,0,814
4,25,3141,2935,2132,1,27850,8,0,0
5,22,3741,2867,4340,1,19915,3,0,602
1,4,2032,3241,9606,1,12900,3,0,640
1,16,756,2639,15439,0,4354,3,0,1459
4,25,3210,3375,2260,1,28130,8,0,640
5,17,3381,3284,13575,1,18932,3,0,803
0,8,4207,3857,20183,1,21701,3,0,0
5,22,3758,3105,21582,1,22389,3,0,1125
5,23,3495,2888,9238,1,27645,3,0,847
2,13,146,328,18258,1,22884,3,0,1562
1,4,1911,1888,10694,1,12307,3,0,0
4,25,3141,2935,2102,1,27230,8,0,640
2,26,339,1963,8597,1,2198,3,0,0
1,15,1495,3129,919,1,29605,3,0,0
1,15,1514,3688,6043,1,9918,3,0,633
4,10,2438,1895,3073,1,31383,3,0,880
1,19,1040,2637,8761,1,6727,3,0,880
1,4,1973,2504,9524,1,12590,3,0,618
1,5,875,1021,20789,1,5364,3,0,0
1,4,1905,1803,15727,1,12258,3,0,532
2,2,108,3673,14400,1,782,3,0,1584
1,14,1318,3222,13241,1,8146,3,0,640
1,4,1871,1642,22578,1,23653,3,0,0
4,10,2451,1985,3679,1,14695,3,0,880
5,22,3653,1368,4233,1,24664,3,0,1317
1,4,2028,3209,14159,1,12876,3,0,1009
1,15,1541,3988,16941,9,30554,8,0,1237
4,25,2944,1114,13771,1,17247,3,0,1237
2,26,357,2573,9298,1,2234,3,0,880
1,15,1444,1681,7829,1,8964,3,0,1125
4,25,2916,669,1884,1,17099,3,0,1125
4,18,2816,2133,4377,1,28457,3,0,880
2,3,270,2035,1489,1,22895,3,0,640
1,5,996,3758,10225,1,6447,3,0,565
5,22,3750,2998,4164,1,19947,3,0,792
2,26,378,3063,8665,1,2295,3,0,880
4,10,2281,1043,2642,1,13954,3,0,1350
2,2,58,122,24556,1,295,3,0,0
4,10,2317,1233,852,1,29329,3,0,1125
4,18,2847,3356,20427,1,16710,3,0,858
5,23,3428,652,4817,1,22984,3,0,1009
4,25,2980,1462,2078,1,17391,3,0,0
5,23,3481,2520,14375,1,19216,3,0,880
1,15,1423,1293,6080,1,8805,3,0,534
5,17,3259,290,14611,1,18535,3,0,880
1,9,579,3609,13981,1,3497,3,0,0
4,25,3014,1753,1680,1,30295,8,0,880
4,25,2878,227,16292,1,16873,3,0,0
0,8,4142,2364,6186,1,21472,3,0,880
1,9,545,2925,20297,1,3281,3,0,563
1,4,1974,2508,13427,1,12596,3,0,1009
5,23,3504,3100,6793,1,19272,3,0,1015
4,25,3233,3809,2332,1,18451,3,0,563
1,15,1448,1771,7854,1,9017,3,0,1009
2,13,245,3582,23303,1,25087,3,0,1138
4,25,3044,2152,20552,1,17682,3,0,574
4,25,3029,1904,1807,1,17606,3,0,880
0,8,4057,675,20534,1,21217,3,0,640
1,19,1102,2712,14386,1,7098,3,0,0
1,14,1191,499,17371,1,31705,3,0,825
1,5,837,193,12914,1,25591,3,0,640
1,9,573,3588,8558,0,3431,3,0,0
4,25,3215,3435,1944,1,18385,3,0,0
1,24,1643,237,9966,1,10814,3,0,0
1,5,852,406,16505,1,31914,3,0,0
2,13,244,3502,5630,1,1834,3,0,640
1,4,1761,553,6960,1,30878,3,0,0
4,18,2814,2057,20733,1,29745,3,0,1125
1,9,545,2925,8301,1,3273,3,0,1350
0,11,3886,2372,6751,1,20491,3,0,0
2,13,141,140,5482,1,25449,3,0,880
1,9,466,1220,22929,1,2852,3,0,530
0,8,4026,177,6577,1,24874,3,0,0
1,9,573,3588,8531,0,3430,3,0,0
2,2,59,139,19501,1,296,3,0,640
1,14,1294,2817,17446,1,31999,3,0,781
5,22,3761,3151,14986,0,19965,3,0,530
4,10,2263,976,3480,1,13889,3,0,1125
1,14,1176,404,6139,1,7385,3,0,1562
1,5,988,3346,19286,1,6341,3,0,1009
4,18,2844,3666,4666,1,16688,3,0,557
4,25,3027,1898,12319,1,28068,8,0,1009
1,15,1391,531,7917,1,8532,3,0,640
4,25,3180,3194,14994,1,18035,3,0,0
1,14,1182,403,5761,1,7416,3,0,770
2,13,206,2481,5018,1,1548,3,0,880
1,5,993,3718,16122,1,6423,3,0,1125
1,15,1412,897,5836,1,8726,3,0,563
1,15,1514,3688,11564,1,9920,3,0,0
1,4,1867,1630,16630,1,12032,3,0,618
4,25,3155,3038,1933,1,27942,8,0,0
4,18,2812,2038,4488,1,16310,3,0,640
4,25,3006,1706,1951,1,17542,3,0,0
2,2,92,2081,1328,1,28668,8,0,880
1,9,462,1074,8292,1,23542,3,0,836
5,22,3824,3943,4008,0,29008,3,0,880
1,9,423,317,8384,1,2513,3,0,1125
1,4,2004,2967,17829,1,12763,3,0,880
0,8,4118,1828,18642,1,21413,3,0,1009
1,24,1679,2381,19238,1,11002,3,0,1350
4,25,2955,1192,2020,0,24744,3,0,0
1,4,1869,1636,14708,1,12043,3,0,0
0,8,4065,865,18320,1,21241,3,0,0
1,14,1348,3417,10910,1,8244,3,0,880
1,1,1566,1010,14361,1,10307,3,0,1226
1,9,527,2679,21053,1,3160,3,0,574
4,18,2816,2133,17114,1,26887,3,0,640
1,19,1130,3630,888,1,29625,3,0,1237
4,10,2761,3992,20076,1,15925,3,0,0
1,15,1470,2502,5861,1,9236,3,0,880
1,9,429,380,8183,1,31661,3,0,0
1,15,1509,3516,11370,1,9867,3,0,0
1,16,731,2166,6492,0,4245,3,0,1552
1,5,972,2974,10378,1,6191,3,0,0
5,22,3590,723,3956,1,26311,3,0,0
4,25,2883,279,13448,1,23728,3,0,1530
1,14,1283,2646,5247,1,7971,3,0,530
2,3,268,1738,1528,1,27657,8,0,1125
1,1,1583,1843,12772,1,10391,3,0,640
1,15,1399,649,5920,1,8600,3,0,880
1,15,1419,1216,751,0,29040,3,0,0
2,13,209,2517,14354,1,30957,3,0,858
1,4,1738,342,6937,1,11298,3,0,547
1,16,756,2639,22850,1,24338,3,0,640
5,22,3729,2652,16265,1,27564,8,0,1009
1,15,1471,2521,11584,1,9260,3,0,880
1,15,1457,1937,12503,1,9124,3,0,541
1,5,890,1434,20312,1,5454,3,0,1009
1,16,639,501,6292,1,3917,3,0,1459
1,9,408,51,18971,0,29592,3,0,1125
2,2,92,2081,1425,1,629,3,0,0
1,9,460,950,10791,1,2805,3,0,640
1,14,1284,2654,10843,1,7981,3,0,0
0,8,4017,4040,16868,1,29914,3,0,1562
1,9,486,1543,8240,1,2937,3,0,0
1,4,2064,3724,20110,1,13041,3,0,1125
0,12,3936,1054,19515,1,20776,3,0,640
0,8,4089,1361,6203,1,21297,3,0,777
4,10,2438,1895,3850,1,22049,3,0,880
4,25,3006,1706,2140,1,17546,3,0,0
4,10,2163,487,22329,1,23148,3,0,0
1,15,1403,753,5935,1,8634,3,0,880
4,10,2390,1644,3827,1,14349,3,0,1459
1,15,1402,719,15434,1,8630,3,0,640
1,15,1527,3771,16063,1,10011,3,0,607
2,13,235,3214,19046,1,1749,3,0,880
1,14,1257,2008,10583,1,7883,3,0,0
2,21,125,2318,8863,0,29172,3,0,1009
1,14,1191,499,10922,1,7461,3,0,0
1,1,1583,1843,20136,1,32032,3,0,640
4,10,2263,976,3443,1,27275,3,0,1009
0,8,4026,177,21500,1,28899,3,0,0
4,18,2825,2423,4568,1,16521,3,0,546
1,15,1399,649,5903,1,27855,4,0,0
4,10,2353,1430,23220,1,14174,3,0,640
0,12,4008,3970,11837,1,20994,3,0,585
1,19,1105,2902,24007,1,31736,3,0,1295
5,17,3274,1082,10528,1,18586,3,0,1125
4,10,2428,1842,2688,1,14561,3,0,607
4,10,2628,3200,3203,1,15407,3,0,0
4,25,3112,2748,2057,1,25154,3,0,0
4,18,2808,1647,4399,1,16243,3,0,880
4,18,2799,374,4545,1,16152,3,0,1059
5,22,3695,2266,4036,1,19708,3,0,0
0,11,3855,684,14472,1,20278,3,0,607
1,5,868,845,22036,1,22563,3,0,585
4,25,3145,2981,13156,1,17918,3,0,880
4,25,3155,3038,18317,1,17979,3,0,880
1,9,579,3609,4905,1,28863,3,0,1459
1,24,1689,2874,24314,0,26339,3,0,932
